key,fare_amount
2014-06-14 13:39:00.000000162,17.164434
2014-06-14 13:39:00.00000018,7.977662
2014-06-14 13:39:00.00000054,8.1493
2014-06-14 13:39:00.00000040,6.9483733
2014-06-14 13:39:00.00000096,6.3528914
2014-06-14 13:39:00.00000055,22.929493
2014-06-14 13:39:00.000000109,6.589182
2014-06-14 13:39:00.000000151,5.811439
2014-06-14 13:39:00.00000016,6.988834
2014-06-14 13:39:00.00000062,9.276347
2014-06-14 13:39:00.000000191,8.770356
2014-06-14 13:39:00.00000034,6.1185603
2014-06-14 13:39:00.000000160,6.5690093
2014-06-14 13:39:00.00000013,6.687367
2014-06-14 13:39:00.000000188,8.055366
2014-06-14 13:39:00.00000086,5.451084
2014-06-14 13:39:00.000000185,8.033205
2014-06-14 13:39:00.00000074,5.553805
2014-06-14 13:39:00.00000022,15.519663
2014-06-14 13:39:00.00000036,7.2403097
2014-06-14 13:39:00.000000126,8.604689
2014-06-14 13:39:00.000000190,6.4447594
2014-06-14 13:39:00.00000042,6.6446123
2014-06-14 13:39:00.000000178,6.656322
2014-06-14 13:39:00.000000163,8.104084
2014-06-14 13:39:00.00000020,8.825163
2014-06-14 13:39:00.00000098,7.155158
2014-06-14 13:39:00.000000114,18.783575
2014-06-14 13:39:00.00000045,5.5623527
2014-06-14 13:39:00.00000094,7.811103
2014-06-14 13:39:00.000000146,6.3528214
2014-06-14 13:39:00.00000033,5.460644
2014-06-14 13:39:00.000000143,8.118861
2014-06-14 13:39:00.000000107,6.7759986
2014-06-14 13:39:00.00000048,6.0997705
2014-06-14 13:39:00.00000043,8.85811
2014-06-14 13:39:00.000000123,5.918137
2014-06-14 13:39:00.000000134,5.5639086
2014-06-14 13:39:00.000000142,7.325497
2014-06-14 13:39:00.000000122,7.3898053
2014-06-14 13:39:00.000000176,6.14298
2011-12-12 09:42:12.0000004,6.7375684
2011-12-12 09:42:12.0000002,8.462696
2011-12-12 09:42:12.0000001,8.690415
2011-12-12 09:42:12.0000003,5.432319
2011-12-12 09:42:12.0000005,5.342163
2013-06-27 00:20:40.0000001,16.252232
2013-06-27 00:20:40.0000003,9.429079
2009-02-20 13:34:16.0000001,5.2779894
2009-02-20 13:34:16.0000002,9.346974
2009-02-20 13:34:16.0000003,6.4058485
2010-08-22 21:14:08.0000001,24.920496
2010-08-22 21:14:08.0000005,12.783236
2010-08-22 21:14:08.0000003,6.2063837
2010-08-22 21:14:08.0000002,5.9466763
2012-08-06 08:58:08.0000002,8.913959
2012-08-06 08:58:08.0000001,17.571821
2013-11-04 08:34:12.0000003,6.8274026
2013-11-04 08:34:12.0000001,7.3416843
2013-11-04 08:34:12.0000002,6.8595257
2011-06-24 20:34:48.0000002,5.268036
2011-06-24 20:34:48.0000001,15.6251745
2011-03-28 20:38:36.0000003,4.23095
2011-03-28 20:38:36.0000004,6.153953
2011-03-28 20:38:36.0000002,5.7197394
2011-08-14 20:36:28.0000004,5.5598483
2011-08-14 20:36:28.0000001,5.102885
2011-08-14 20:36:28.0000003,17.443789
2011-08-14 20:36:28.0000002,5.199225
2015-02-21 15:52:44.0000004,16.866718
2015-02-21 15:52:44.0000003,6.2971754
2015-02-21 15:52:44.0000002,15.231156
2015-02-21 15:52:44.0000001,7.2267056
2013-01-29 11:29:52.0000001,6.1182566
2014-09-12 19:03:48.0000001,5.113978
2013-11-09 18:52:40.0000004,6.0554914
2013-11-09 18:52:40.0000002,8.71769
2013-04-25 16:10:04.0000001,51.26894
2013-04-25 16:10:04.0000002,4.8170533
2013-09-07 14:37:52.0000001,5.9533477
2013-09-07 14:37:52.0000002,6.1371737
2013-09-07 14:37:52.0000003,7.2357354
2011-05-21 13:16:20.0000004,7.219362
2011-05-21 13:16:20.0000001,6.6997094
2011-05-21 13:16:20.0000003,5.631246
2011-11-25 16:36:24.0000002,4.849034
2011-11-25 16:36:24.0000001,8.143044
2015-01-31 20:54:04.0000001,4.704878
2010-11-01 23:31:28.0000002,5.6161094
2010-11-01 23:31:28.0000001,7.684252
2010-11-01 23:31:28.0000003,8.141924
2011-03-24 15:57:04.0000003,8.37107
2011-03-24 15:57:04.0000001,5.234251
2010-05-10 10:37:04.0000005,6.2259736
2010-05-10 10:37:04.0000002,7.097321
2010-05-10 10:37:04.0000003,6.654257
2010-05-10 10:37:04.0000006,6.135513
2012-06-09 16:53:44.0000002,5.269915
2012-08-22 22:39:20.0000003,15.394213
2012-08-22 22:39:20.0000001,5.6064973
2012-12-23 02:29:16.0000001,11.974094
2012-06-30 15:55:12.0000004,9.917791
2012-06-30 15:55:12.0000002,5.851052
2012-06-30 15:55:12.0000003,9.562194
2012-06-30 15:55:12.0000001,6.36167
2011-10-02 23:36:00.00000056,10.387508
2011-10-02 23:36:00.00000086,11.608183
2011-10-02 23:36:00.00000081,12.677566
2011-10-02 23:36:00.0000009,6.952516
2011-10-02 23:36:00.00000041,10.334528
2011-10-02 23:36:00.00000091,7.1572547
2011-10-02 23:36:00.0000008,10.155628
2011-10-02 23:36:00.00000015,24.090185
2011-10-02 23:36:00.00000014,8.168113
2011-10-02 23:36:00.00000047,5.4251347
2011-10-02 23:36:00.00000076,5.25519
2011-10-02 23:36:00.00000011,5.375037
2011-10-02 23:36:00.00000075,5.9494586
2011-10-02 23:36:00.00000035,5.1496515
2011-10-02 23:36:00.00000099,5.3539977
2011-10-02 23:36:00.00000062,6.6058216
2011-10-02 23:36:00.00000085,5.9338923
2011-10-02 23:36:00.00000043,15.492632
2011-10-02 23:36:00.00000071,8.56852
2011-10-02 23:36:00.00000023,5.5189066
2011-10-02 23:36:00.00000092,5.9573164
2011-10-02 23:36:00.00000037,7.591369
2011-10-02 23:36:00.00000083,8.145336
2011-10-02 23:36:00.00000054,9.694567
2011-10-02 23:36:00.00000073,8.332958
2011-10-02 23:36:00.0000005,5.1655
2011-10-02 23:36:00.00000095,5.7695136
2011-10-02 23:36:00.00000088,8.225136
2011-10-02 23:36:00.00000030,6.2906394
2011-10-02 23:36:00.0000007,10.946585
2011-10-02 23:36:00.00000013,7.3355126
2011-10-02 23:36:00.00000065,22.85097
2011-10-02 23:36:00.00000089,46.406467
2011-10-02 23:36:00.00000096,5.802174
2011-10-02 23:36:00.00000039,7.6259055
2011-10-02 23:36:00.00000038,22.373232
2011-10-02 23:36:00.00000067,14.894409
2011-10-02 23:36:00.00000077,6.905799
2011-10-02 23:36:00.00000020,13.0622425
2011-10-02 23:36:00.00000063,13.500962
2011-10-02 23:36:00.00000012,5.763246
2011-10-02 23:36:00.00000058,12.403899
2011-10-02 23:36:00.00000026,9.852865
2011-10-02 23:36:00.00000074,17.134693
2011-10-02 23:36:00.00000059,23.288887
2011-10-02 23:36:00.00000090,11.392926
2011-10-02 23:36:00.0000004,27.850279
2011-10-02 23:36:00.0000003,13.18869
2011-10-02 23:36:00.00000021,14.041361
2011-10-02 23:36:00.00000097,5.577785
2011-10-02 23:36:00.00000036,12.318433
2011-10-02 23:36:00.00000024,17.661247
2011-10-02 23:36:00.00000082,41.6312
2011-10-02 23:36:00.000000100,6.579621
2011-10-02 23:36:00.00000040,7.441466
2011-10-02 23:36:00.00000022,6.5101485
2013-03-21 12:47:28.0000006,8.144614
2013-03-21 12:47:28.0000008,8.416179
2013-03-21 12:47:28.0000003,8.664078
2013-03-21 12:47:28.0000005,5.5195613
2013-03-21 12:47:28.0000002,6.152657
2013-06-07 03:02:56.0000002,16.111025
2013-06-07 03:02:56.0000001,5.6049757
2010-09-05 22:31:32.0000002,5.1976676
2013-07-12 23:33:24.0000001,8.630263
2009-12-03 02:32:08.0000001,17.411224
2009-10-15 03:50:36.0000001,5.944285
2011-09-25 22:36:32.0000002,17.266752
2011-09-25 22:36:32.0000001,9.40266
2015-06-08 20:02:56.0000001,8.421122
2014-07-16 08:03:32.0000002,8.527394
2014-07-16 08:03:32.0000001,7.271752
2011-12-15 13:14:32.0000002,5.6129966
2011-12-15 13:14:32.0000001,7.0503645
2011-10-11 22:13:48.0000002,12.618544
2011-10-11 22:13:48.0000005,7.649409
2011-10-11 22:13:48.0000003,6.0454593
2013-09-14 16:53:20.0000001,6.1368155
2013-09-14 16:53:20.0000002,7.9794297
2014-02-06 09:09:56.0000004,7.2996964
2014-02-06 09:09:56.0000003,6.480657
2014-02-06 09:09:56.0000001,7.6782737
2009-06-10 16:55:00.00000081,26.241005
2009-06-10 16:55:00.00000029,4.4842954
2009-06-10 16:55:00.000000109,4.8085756
2009-06-10 16:55:00.00000098,37.180336
2009-06-10 16:55:00.00000054,7.830117
2009-06-10 16:55:00.00000021,25.887802
2009-06-10 16:55:00.00000012,4.461486
2009-06-10 16:55:00.00000033,5.488045
2009-06-10 16:55:00.00000024,5.056707
2009-06-10 16:55:00.00000099,6.549757
2009-06-10 16:55:00.0000009,4.4246273
2009-06-10 16:55:00.000000158,5.562304
2009-06-10 16:55:00.000000141,4.990922
2009-06-10 16:55:00.00000093,4.473542
2009-06-10 16:55:00.000000161,6.0755525
2009-06-10 16:55:00.00000088,4.651041
2009-06-10 16:55:00.0000003,5.0922318
2009-06-10 16:55:00.00000018,4.3366876
2009-06-10 16:55:00.00000047,4.40307
2009-06-10 16:55:00.000000154,6.438786
2009-06-10 16:55:00.000000131,5.535704
2009-06-10 16:55:00.00000046,8.468447
2009-06-10 16:55:00.0000004,4.3919873
2009-06-10 16:55:00.000000107,5.5349565
2009-06-10 16:55:00.000000114,4.407653
2009-06-10 16:55:00.000000117,4.552137
2009-06-10 16:55:00.000000162,6.099809
2009-06-10 16:55:00.00000049,7.9735417
2009-06-10 16:55:00.00000069,4.493741
2009-06-10 16:55:00.000000111,4.5363517
2009-06-10 16:55:00.00000083,5.0249915
2009-06-10 16:55:00.000000166,56.27628
2009-06-10 16:55:00.000000135,6.2511377
2009-06-10 16:55:00.00000044,25.252378
2009-06-10 16:55:00.00000085,4.496341
2009-06-10 16:55:00.000000115,4.393546
2009-06-10 16:55:00.000000108,4.366899
2009-06-10 16:55:00.00000034,4.3698235
2009-06-10 16:55:00.00000060,12.730745
2009-06-10 16:55:00.000000120,4.595189
2009-06-10 16:55:00.000000174,24.753466
2009-06-10 16:55:00.0000007,4.4388723
2009-06-10 16:55:00.000000159,5.051187
2009-06-10 16:55:00.000000171,17.69493
2009-06-10 16:55:00.000000145,8.818106
2009-06-10 16:55:00.00000074,4.551116
2009-06-10 16:55:00.000000138,8.206479
2009-06-10 16:55:00.00000048,4.582724
2009-06-10 16:55:00.000000101,4.628007
2009-06-10 16:55:00.000000153,4.658404
2009-06-10 16:55:00.0000002,6.0427384
2009-06-10 16:55:00.00000037,4.9405613
2009-06-10 16:55:00.000000151,5.754814
2009-06-10 16:55:00.000000127,22.341553
2009-06-10 16:55:00.000000144,22.169214
2009-06-10 16:55:00.000000165,8.786467
2009-06-10 16:55:00.0000008,4.7784443
2009-06-10 16:55:00.000000122,4.5413613
2009-06-10 16:55:00.00000055,21.893507
2009-06-10 16:55:00.00000079,4.678794
2009-06-10 16:55:00.00000016,12.675665
2009-06-10 16:55:00.000000160,15.263681
2009-06-10 16:55:00.000000139,5.120841
2009-06-10 16:55:00.00000075,4.5256076
2009-06-10 16:55:00.00000017,4.447535
2009-06-10 16:55:00.00000070,4.391054
2009-06-10 16:55:00.000000118,7.961405
2009-06-10 16:55:00.00000066,7.807726
2009-06-10 16:55:00.000000164,4.634243
2009-06-10 16:55:00.000000100,6.174422
2009-06-10 16:55:00.00000082,5.0981483
2009-06-10 16:55:00.00000090,8.5480175
2009-06-10 16:55:00.000000125,8.172775
2009-06-10 16:55:00.000000149,4.4432907
2009-06-10 16:55:00.00000068,8.107536
2009-06-10 16:55:00.00000039,4.6187186
2009-06-10 16:55:00.000000124,4.8755994
2009-06-10 16:55:00.00000053,4.9208283
2009-06-10 16:55:00.00000045,5.2243443
2009-06-10 16:55:00.000000102,4.4227076
2009-06-10 16:55:00.000000140,4.480563
2009-06-10 16:55:00.000000148,4.4644413
2009-06-10 16:55:00.000000147,4.4009156
2009-06-10 16:55:00.00000097,4.544493
2009-06-10 16:55:00.00000094,4.4850926
2009-06-10 16:55:00.00000078,4.7301674
2009-06-10 16:55:00.00000035,4.4055867
2009-06-10 16:55:00.00000072,4.4764466
2009-06-10 16:55:00.00000031,4.493368
2009-06-10 16:55:00.00000056,4.4727616
2009-06-10 16:55:00.000000128,16.201797
2009-06-10 16:55:00.00000057,4.3687434
2009-06-10 16:55:00.00000030,4.5028996
2009-06-10 16:55:00.00000043,5.520168
2009-06-10 16:55:00.000000146,4.47192
2009-06-10 16:55:00.00000010,4.466421
2009-06-10 16:55:00.00000067,8.728209
2009-06-10 16:55:00.000000119,4.5199876
2009-06-10 16:55:00.00000076,14.745316
2009-06-10 16:55:00.00000025,4.457298
2009-06-10 16:55:00.00000071,14.081385
2009-06-10 16:55:00.000000143,4.903527
2013-06-26 11:19:36.0000002,7.936827
2014-09-05 10:02:48.0000004,8.245067
2014-09-05 10:02:48.0000002,5.818995
2014-09-05 10:02:48.0000001,31.14084
2014-09-05 10:02:48.0000003,7.091475
2012-09-19 12:31:40.0000001,5.646387
2012-09-19 12:31:40.0000002,6.0533595
2009-03-22 04:31:40.0000002,15.946598
2009-08-27 02:31:44.0000001,15.755351
2009-05-02 20:11:32.0000001,7.386944
2009-05-02 20:11:32.0000004,7.1440673
2011-02-20 02:31:16.0000002,5.4344416
2011-02-20 02:31:16.0000001,17.299456
2011-06-24 12:03:00.00000010,7.1719613
2011-06-24 12:03:00.00000067,8.091929
2011-06-24 12:03:00.00000071,8.256398
2011-06-24 12:03:00.000000100,6.9545026
2011-06-24 12:03:00.000000145,8.188038
2011-06-24 12:03:00.000000152,6.201464
2011-06-24 12:03:00.00000026,8.813689
2011-06-24 12:03:00.000000199,7.7724795
2011-06-24 12:03:00.000000195,7.2317004
2011-06-24 12:03:00.000000119,6.669604
2011-06-24 12:03:00.00000086,8.144427
2011-06-24 12:03:00.00000012,5.8313403
2011-06-24 12:03:00.00000097,19.961515
2011-06-24 12:03:00.00000058,8.168194
2011-06-24 12:03:00.000000176,8.32768
2011-06-24 12:03:00.000000139,8.19879
2011-06-24 12:03:00.00000048,5.345637
2011-06-24 12:03:00.000000159,6.054842
2011-06-24 12:03:00.00000079,6.7998595
2011-06-24 12:03:00.000000138,5.520831
2011-06-24 12:03:00.000000135,8.471365
2011-06-24 12:03:00.000000173,8.163078
2011-06-24 12:03:00.000000162,8.755911
2011-06-24 12:03:00.00000018,7.2053514
2011-06-24 12:03:00.000000136,7.0333524
2011-06-24 12:03:00.000000185,5.383426
2011-06-24 12:03:00.00000069,5.6963973
2011-06-24 12:03:00.000000105,5.9130626
2011-06-24 12:03:00.000000180,6.4332867
2011-06-24 12:03:00.00000053,6.1867633
2011-06-24 12:03:00.000000142,6.148748
2011-06-24 12:03:00.000000188,5.8586054
2011-06-24 12:03:00.00000089,8.242566
2011-06-24 12:03:00.000000109,5.715666
2011-06-24 12:03:00.00000074,5.883274
2011-06-24 12:03:00.000000113,7.1603518
2011-06-24 12:03:00.00000044,7.2420516
2011-06-24 12:03:00.000000183,7.4571757
2011-06-24 12:03:00.00000047,8.354331
2011-06-24 12:03:00.0000006,7.5282965
2011-06-24 12:03:00.0000005,5.468483
2011-06-24 12:03:00.000000200,7.2137566
2011-06-24 12:03:00.000000127,5.3060727
2011-06-24 12:03:00.000000120,7.27925
2011-06-24 12:03:00.000000133,7.6881385
2011-06-24 12:03:00.00000073,7.171218
2011-06-24 12:03:00.000000101,7.894404
2011-06-24 12:03:00.000000187,6.7278733
2011-06-24 12:03:00.000000122,5.380704
2011-06-24 12:03:00.000000175,6.5720744
2011-06-24 12:03:00.000000154,7.2368927
2011-06-24 12:03:00.000000197,5.2710185
2011-06-24 12:03:00.00000017,5.257739
2011-06-24 12:03:00.000000186,6.3270307
2011-06-24 12:03:00.00000020,6.1169863
2011-06-24 12:03:00.00000035,7.4942813
2011-06-24 12:03:00.000000193,5.243007
2011-06-24 12:03:00.000000201,5.388728
2011-06-24 12:03:00.00000054,21.047411
2011-06-24 12:03:00.00000075,5.652745
2011-06-24 12:03:00.000000114,5.2872825
2011-06-24 12:03:00.00000062,21.259226
2011-06-24 12:03:00.00000055,21.98604
2011-06-24 12:03:00.00000025,7.1334987
2011-06-24 12:03:00.00000022,6.7880087
2011-06-24 12:03:00.000000144,9.22254
2011-06-24 12:03:00.000000177,7.2722363
2011-06-24 12:03:00.000000124,7.1427264
2011-06-24 12:03:00.00000094,8.12647
2011-06-24 12:03:00.00000041,7.077206
2011-06-24 12:03:00.000000141,6.3782105
2011-06-24 12:03:00.00000092,5.360283
2011-06-24 12:03:00.000000189,13.675335
2011-06-24 12:03:00.000000171,8.093871
2011-06-24 12:03:00.000000157,6.6271067
2011-06-24 12:03:00.000000179,5.3020515
2011-06-24 12:03:00.000000107,8.154998
2011-06-24 12:03:00.00000095,12.113971
2011-06-24 12:03:00.00000076,10.018259
2011-06-24 12:03:00.000000156,5.4438624
2011-06-24 12:03:00.000000111,26.484884
2011-06-24 12:03:00.000000116,5.8433013
2011-06-24 12:03:00.00000033,6.419948
2011-06-24 12:03:00.00000082,8.37107
2011-06-24 12:03:00.00000078,7.364839
2011-06-24 12:03:00.00000051,8.1331415
2011-06-24 12:03:00.000000143,7.36931
2011-06-24 12:03:00.000000126,9.253316
2011-06-24 12:03:00.00000088,5.863479
2011-06-24 12:03:00.000000191,13.329565
2011-06-24 12:03:00.00000063,10.695465
2011-06-24 12:03:00.00000045,10.648409
2011-06-24 12:03:00.00000060,5.5582337
2011-06-24 12:03:00.00000040,26.988268
2011-06-24 12:03:00.00000057,5.262636
2011-06-24 12:03:00.00000013,7.579244
2011-06-24 12:03:00.00000068,26.665154
2011-06-24 12:03:00.000000165,7.849582
2011-06-24 12:03:00.00000056,7.6225886
2011-06-24 12:03:00.000000150,5.252207
2011-06-24 12:03:00.00000052,7.3112283
2011-06-24 12:03:00.00000085,42.307926
2011-06-24 12:03:00.000000190,5.4348345
2011-06-24 12:03:00.00000072,6.3474383
2011-06-24 12:03:00.000000137,7.6554675
2011-06-24 12:03:00.000000102,6.8745446
2011-06-24 12:03:00.000000106,5.6596675
2011-06-24 12:03:00.000000118,8.37107
2011-06-24 12:03:00.00000046,9.244053
2011-06-24 12:03:00.000000110,8.234647
2011-06-24 12:03:00.000000181,7.1854863
2011-06-24 12:03:00.000000194,7.714416
2011-06-24 12:03:00.00000061,8.37107
2011-06-24 12:03:00.0000001,7.557608
2011-06-24 12:03:00.00000087,5.20724
2011-06-24 12:03:00.00000066,7.663209
2011-06-24 12:03:00.000000146,5.806896
2011-06-24 12:03:00.000000149,43.319088
2011-06-24 12:03:00.00000038,6.815961
2011-06-24 12:03:00.000000196,5.4111123
2011-06-24 12:03:00.00000093,5.275316
2011-06-24 12:03:00.000000170,7.4263816
2011-06-24 12:03:00.000000168,5.2989826
2011-06-24 12:03:00.0000002,9.092913
2011-06-24 12:03:00.00000042,9.383552
2014-06-15 07:06:00.0000006,8.762305
2014-06-15 07:06:00.00000037,6.8435874
2014-06-15 07:06:00.00000025,7.35029
2014-06-15 07:06:00.0000008,7.8737593
2014-06-15 07:06:00.00000036,51.19175
2014-06-15 07:06:00.00000042,19.718456
2014-06-15 07:06:00.00000033,8.448769
2014-06-15 07:06:00.00000013,8.755694
2014-06-15 07:06:00.00000035,55.56912
2014-06-15 07:06:00.00000030,6.970546
2014-06-15 07:06:00.00000024,6.325131
2014-06-15 07:06:00.00000031,7.054347
2014-06-15 07:06:00.0000009,12.858407
2014-06-15 07:06:00.00000039,54.17942
2014-06-15 07:06:00.00000010,8.77638
2014-06-15 07:06:00.00000019,11.3015175
2014-06-15 07:06:00.00000041,5.4220033
2014-06-15 07:06:00.00000028,15.015557
2014-06-15 07:06:00.00000014,53.094883
2014-06-15 07:06:00.0000003,12.076908
2014-06-15 07:06:00.00000017,53.727665
2014-06-15 07:06:00.00000015,14.406414
2014-06-15 07:06:00.00000026,7.030433
2014-06-15 07:06:00.0000002,12.432121
2014-06-15 07:06:00.00000040,8.484663
2014-06-15 07:06:00.00000016,7.9214053
2014-06-06 16:22:20.0000003,5.48823
2014-06-06 16:22:20.0000002,5.145341
2015-05-30 21:29:04.0000004,10.056694
2015-05-30 21:29:04.0000007,13.849335
2015-05-30 21:29:04.0000003,7.9853897
2015-05-30 21:29:04.0000001,5.2173595
2009-10-26 12:01:36.0000001,7.3487496
2009-10-26 12:01:36.0000002,5.7689075
2009-10-26 12:01:36.0000005,6.15869
2009-10-26 12:01:36.0000003,5.614076
2013-02-02 15:45:08.0000003,6.160798
2013-02-02 15:45:08.0000001,6.5388794
2013-02-02 15:45:08.0000002,7.2353663
2015-04-15 06:47:04.0000001,7.1949835
2015-04-15 06:47:04.0000002,9.113132
2010-12-14 23:27:36.0000001,5.1872287
2009-03-05 11:03:04.0000002,8.02173
2009-03-05 11:03:04.0000001,10.450972
2013-07-18 12:23:40.0000003,7.510586
2013-07-18 12:23:40.0000002,8.204668
2013-07-18 12:23:40.0000001,5.8262897
2014-04-14 13:48:32.0000004,6.3965335
2014-04-14 13:48:32.0000003,8.434599
2014-08-18 05:33:08.0000001,6.5220995
2012-01-28 03:14:28.0000001,27.616613
2009-09-14 02:19:00.00000014,8.480099
2009-09-14 02:19:00.00000035,8.4373455
2009-09-14 02:19:00.00000040,5.0734205
2009-09-14 02:19:00.00000031,5.8312364
2009-09-14 02:19:00.0000003,7.1869926
2009-09-14 02:19:00.00000025,6.797268
2009-09-14 02:19:00.0000008,5.798821
2009-09-14 02:19:00.00000024,8.278664
2009-09-14 02:19:00.00000021,8.447058
2009-09-14 02:19:00.00000036,8.659209
2009-09-14 02:19:00.0000009,49.186817
2009-09-14 02:19:00.0000001,8.001895
2009-09-14 02:19:00.00000018,6.1026883
2009-09-14 02:19:00.00000039,5.819049
2009-09-14 02:19:00.0000002,9.62096
2009-09-14 02:19:00.00000038,7.5367904
2009-09-14 02:19:00.00000020,13.333418
2009-09-14 02:19:00.00000028,6.05772
2009-09-14 02:19:00.00000026,16.169792
2009-09-14 02:19:00.00000017,6.016587
2009-09-14 02:19:00.00000030,5.5647054
2009-09-14 02:19:00.00000016,5.851253
2009-09-14 02:19:00.0000006,6.074329
2009-09-14 02:19:00.0000007,6.8648953
2011-08-14 14:17:28.0000003,5.328316
2011-08-14 14:17:28.0000001,7.3292904
2011-08-14 14:17:28.0000004,6.5251174
2011-08-14 14:17:28.0000002,7.7602506
2011-08-14 14:17:28.0000005,10.127663
2014-03-17 16:07:56.0000002,52.74394
2010-11-03 21:09:56.0000002,5.0086393
2010-11-03 21:09:56.0000001,9.886471
2012-12-11 23:37:08.0000002,6.6505165
2012-12-11 23:37:08.0000005,6.2935047
2012-12-11 23:37:08.0000004,5.19844
2012-12-11 23:37:08.0000006,7.8450894
